date,PnL,Cumulative_Returns,Drawdown
2024-04-16,3.6778694146538653,3.6778694146538653,
2024-04-17,4.086067813607653,4.086067813607653,
2024-04-18,4.141276804394599,4.141276804394599,
2024-04-19,4.408282608217983,4.408282608217983,
2024-04-22,4.5958210597506675,4.5958210597506675,
2024-04-23,4.618220402688769,4.618220402688769,
2024-04-24,4.616701013266404,4.616701013266404,
2024-04-25,4.891486171627296,4.891486171627296,
2024-04-26,5.141443230917946,5.141443230917946,
2024-04-29,5.469845973082975,5.469845973082975,
2024-04-30,6.0282366955078555,6.0282366955078555,
2024-05-01,6.4012824276017914,6.4012824276017914,
2024-05-02,6.241898702762693,6.241898702762693,
2024-05-03,6.433633825340137,6.433633825340137,
2024-05-06,6.684584380552277,6.684584380552277,
2024-05-07,6.81469807821013,6.81469807821013,
2024-05-08,7.3048910675699315,7.3048910675699315,
2024-05-09,7.4437476675829775,7.4437476675829775,
2024-05-10,7.785971838551015,7.785971838551015,
2024-05-13,7.929031004045445,7.929031004045445,
2024-05-14,8.549618576426425,8.549618576426425,
2024-05-15,8.463647160094657,8.463647160094657,
2024-05-16,8.76552047243747,8.76552047243747,
2024-05-17,8.528598828190551,8.528598828190551,
2024-05-20,8.836666428253508,8.836666428253508,
2024-05-21,9.344426634637616,9.344426634637616,
2024-05-22,9.129554288358477,9.129554288358477,
2024-05-23,8.996612112775766,8.996612112775766,
2024-05-24,8.686089628308885,8.686089628308885,
2024-05-28,8.8381121909648,8.8381121909648,
2024-05-29,8.621278774536947,8.621278774536947,
2024-05-30,8.789113806941195,8.789113806941195,
2024-05-31,9.084655622895022,9.084655622895022,
2024-06-03,8.993551605725441,8.993551605725441,
2024-06-04,9.615665946989337,9.615665946989337,
2024-06-05,9.617723454169045,9.617723454169045,
2024-06-06,9.902006586858285,9.902006586858285,
2024-06-07,9.892204824404502,9.892204824404502,
2024-06-10,9.893713017807697,9.893713017807697,
2024-06-11,9.447388246990425,9.447388246990425,
2024-06-12,9.57706104103587,9.57706104103587,
2024-06-13,9.71345988169696,9.71345988169696,
2024-06-14,10.182437430980062,10.182437430980062,
2024-06-17,10.491902487488604,10.491902487488604,
2024-06-18,10.245831223915246,10.245831223915246,
2024-06-20,10.651839813020262,10.651839813020262,
2024-06-21,10.497807430159849,10.497807430159849,
2024-06-24,10.509796190855786,10.509796190855786,
2024-06-25,10.385197225427865,10.385197225427865,
2024-06-26,9.87030692897139,9.87030692897139,
2024-06-27,10.403321276175653,10.403321276175653,
2024-06-28,10.767132686236366,10.767132686236366,
2024-07-01,10.857357363109202,10.857357363109202,
2024-07-02,11.223816625485716,11.223816625485716,
2024-07-03,10.816242378343093,10.816242378343093,
2024-07-05,10.696684739821782,10.696684739821782,
2024-07-08,10.017840237742792,10.017840237742792,
2024-07-09,10.515235070689029,10.515235070689029,
2024-07-10,9.984617268498182,9.984617268498182,
2024-07-11,10.492089286304235,10.492089286304235,
2024-07-12,10.197744199601603,10.197744199601603,
2024-07-15,10.47061014295912,10.47061014295912,
2024-07-16,10.559993885263737,10.559993885263737,
2024-07-17,10.837574192176982,10.837574192176982,
2024-07-18,11.309342031257417,11.309342031257417,
2024-07-19,11.270956328700628,11.270956328700628,
2024-07-22,10.436290587944063,10.436290587944063,
2024-07-23,10.353017686731013,10.353017686731013,
2024-07-24,10.569977904844059,10.569977904844059,
2024-07-25,11.17486073341205,11.17486073341205,
2024-07-26,11.476206925508805,11.476206925508805,
2024-07-29,11.603315443618785,11.603315443618785,
2024-07-30,11.345113171192414,11.345113171192414,
2024-07-31,10.986245978291478,10.986245978291478,
2024-08-01,10.988993069423945,10.988993069423945,
2024-08-02,11.410059211855954,11.410059211855954,
2024-08-05,12.210501142428258,12.210501142428258,
2024-08-06,13.627503373727592,13.627503373727592,
2024-08-07,14.581534103092112,14.581534103092112,
2024-08-08,15.259846128176061,15.259846128176061,
2024-08-09,16.129895466213853,16.129895466213853,
2024-08-12,17.38644833205667,17.38644833205667,
2024-08-13,17.857156841546537,17.857156841546537,
2024-08-14,18.51122293327632,18.51122293327632,
2024-08-15,18.594019662794583,18.594019662794583,
2024-08-16,17.915580515933332,17.915580515933332,
2024-08-19,17.638063576120793,17.638063576120793,
2024-08-20,17.654294668184196,17.654294668184196,
2024-08-21,18.658311339114555,18.658311339114555,
2024-08-22,18.72790565771243,18.72790565771243,
2024-08-23,19.412519719403896,19.412519719403896,
2024-08-26,19.161058620578792,19.161058620578792,
2024-08-27,19.162603880701788,19.162603880701788,
2024-08-28,20.154219454540378,20.154219454540378,
2024-08-29,20.546291392864067,20.546291392864067,
2024-08-30,20.614056247313624,20.614056247313624,
2024-09-03,20.70709812810796,20.70709812810796,
2024-09-04,20.708148926013585,20.708148926013585,
2024-09-05,21.42924150806288,21.42924150806288,
2024-09-06,22.085891664138416,22.085891664138416,
2024-09-09,23.614621832819914,23.614621832819914,
2024-09-10,23.75293162341952,23.75293162341952,
2024-09-11,24.732117893131917,24.732117893131917,
2024-09-12,26.516739542710678,26.516739542710678,
2024-09-13,26.76159983539916,26.76159983539916,
2024-09-16,28.164813293179403,28.164813293179403,
2024-09-17,27.500643747763434,27.500643747763434,
2024-09-18,27.592253865369702,27.592253865369702,
2024-09-19,27.89004349380629,27.89004349380629,
2024-09-20,29.24119974058422,29.24119974058422,
2024-09-23,29.08472994052592,29.08472994052592,
2024-09-24,29.377019731176397,29.377019731176397,
2024-09-25,30.06285401282003,30.06285401282003,
2024-09-26,30.403778896155238,30.403778896155238,
2024-09-27,30.83219695207162,30.83219695207162,
2024-09-30,30.562633651790968,30.562633651790968,
2024-10-01,30.82692827759124,30.82692827759124,
2024-10-02,32.30592668239924,32.30592668239924,
2024-10-03,32.8168246736519,32.8168246736519,
2024-10-04,32.697019164746244,32.697019164746244,
2024-10-07,32.86030319099716,32.86030319099716,
2024-10-08,34.30549129405581,34.30549129405581,
2024-10-09,35.092185478853146,35.092185478853146,
2024-10-10,36.33376878116644,36.33376878116644,
2024-10-11,36.68370648316653,36.68370648316653,
2024-10-14,37.24117173803329,37.24117173803329,
2024-10-15,37.6094668570251,37.6094668570251,
2024-10-16,37.4930737763795,37.4930737763795,
2024-10-18,37.70508062336866,37.70508062336866,
2024-10-21,37.76983974909419,37.76983974909419,
2024-10-22,37.93792290820819,37.93792290820819,
2024-10-24,38.06812444441236,38.06812444441236,
